CustomerID,PersonID,PersonType,FirstName,MiddleName,LastName,EmailPromotion,AddressID,AddressLine1,City,StateProvinceID,PostalCode,StateProvinceCode,CountryRegionCode,IsOnlyStateProvinceFlag,StateName,StoreID,TerritoryID,AccountNumber
29508,341,SC,Marvin,N.,Allen,0,341,8981 Carmel Drive,W. Linn,52,89701,"NV ",US,0,Nevada,342,4,AW00029508
29509,343,SC,Michael,NULL,Allen,2,343,50 Breck Court,Bremerton,79,98312,"WA ",US,0,Washington,344,2,AW00029509
29510,345,SC,Cecil,J.,Allison,0,345,6441 Co Road,Lemon Grove,6,85252,"AZ ",US,0,Arizona,346,6,AW00029510
29511,347,SC,Oscar,L.,Alpuerto,1,347,87 Pheasant Circle,Oakland,9,94611,"CA ",US,0,California,348,3,AW00029511
29512,349,SC,Sandra,J.,Altamirano,0,349,3294 Buena Vista,Lemon Grove,6,85284,"AZ ",US,0,Arizona,350,9,AW00029512
29513,351,SC,Selena,R.,Alvarado,0,351,1192 Parkway Drive,Mill Valley,44,68601,"NE ",US,0,Nebraska,352,5,AW00029513
29514,353,SC,Emilio,R.,Alvaro,1,353,9620 Laurel Drive,Novato,82,82070,"WY ",US,0,Wyoming,354,5,AW00029514
29515,355,SC,Maxwell,J.,Amland,0,355,102 Silverado Drive,W. Linn,58,97068,"OR ",US,0,Oregon,356,6,AW00029515
29516,357,SC,Mae,N.,Anderson,0,357,683 Larch Ct.,Salt Lake City,74,84101,"UT ",US,0,Utah,358,9,AW00029516
29517,359,SC,Ramona,J.,Antrim,0,359,6119 11th,Salt Lake City,74,84101,"UT ",US,0,Utah,360,3,AW00029517
29518,361,SC,Sabria,B.,Appelbaum,0,361,32 East 87th Street,Long Beach,9,90802,"CA ",US,0,California,362,5,AW00029518
29519,363,SC,Hannah,R.,Arakawa,0,363,1874 Valley Blvd.,Palo Alto,9,94303,"CA ",US,0,California,364,5,AW00029519
29520,365,SC,Kyley,J.,Arbelaez,1,365,6030 Winter Drive,Imperial Beach,9,91932,"CA ",US,0,California,366,5,AW00029520
29521,367,SC,Tom,H,Johnston,1,367,978 Mozden Lane,San Francisco,9,94109,"CA ",US,0,California,368,1,AW00029521
29522,369,SC,Thomas,B.,Armstrong,0,369,9151 Napa C.,Lebanon,58,97355,"OR ",US,0,Oregon,370,4,AW00029522
29523,371,SC,John,NULL,Arthur,0,371,7 B Way,Woodburn,58,97071,"OR ",US,0,Oregon,372,4,AW00029523
29524,373,SC,Chris,NULL,Ashton,1,373,60 Oakgrove Rd.,Lebanon,58,97355,"OR ",US,0,Oregon,374,3,AW00029524
29525,375,SC,Teresa,NULL,Atkinson,0,375,7562 Daylight Place,Everett,79,98201,"WA ",US,0,Washington,376,4,AW00029525
29526,377,SC,John,P.,Ault,0,377,8 Rogers Ave.,Everett,79,98201,"WA ",US,0,Washington,378,8,AW00029526
29527,379,SC,Robert,A.,Avalos,0,379,68 Filling Ave.,Beaverton,58,97005,"OR ",US,0,Oregon,380,6,AW00029527
29528,381,SC,Stephen,M.,Ayers,0,381,7682 Fern Leaf Lane,Boston,30,02113,"MA ",US,0,Massachusetts,382,3,AW00029528
29529,383,SC,Phillip,M.,Bacalzo,0,383,20 Smiling Tree Court,Burbank,9,91502,"CA ",US,0,California,384,9,AW00029529
29530,385,SC,Daniel,NULL,Blanco,0,385,207 Concerto Circle,Salem,58,97301,"OR ",US,0,Oregon,386,6,AW00029530
29531,387,SC,Cory,K.,Booth,1,387,50 Kim Court,Coronado,9,92118,"CA ",US,0,California,388,1,AW00029531
29532,389,SC,James,B.,Bailey,0,389,80 Edward Ave,Burien,79,98168,"WA ",US,0,Washington,390,1,AW00029532
29533,391,SC,Douglas,A.,Baldwin,0,391,2014 Delta Road,Burien,79,98168,"WA ",US,0,Washington,392,3,AW00029533
29534,393,SC,Jennifer,B.,Bales,1,393,9443 Oaxaca,Lakewood,9,90712,"CA ",US,0,California,394,5,AW00029534
29535,397,SC,Wayne,N.,Banack,2,397,90 Sunny Ave,Berkeley,9,94704,"CA ",US,0,California,398,4,AW00029535
29536,405,SC,Robert,L.,Barker,0,405,25 Epping Road,Lavender Bay,50,2060,NSW,AU,0,New South Wales,406,3,AW00029536
29537,407,SC,Rebecca,R.,Barley,2,407,2-252 Beauchamp Road,Cloverdale,66,6105,"SA ",AU,0,South Australia,408,9,AW00029537
29538,409,SC,Brenda,L.,Barlow,1,409,99 - 6 Orion Road,Lane Cove,50,1597,NSW,AU,0,New South Wales,410,9,AW00029538
29539,411,SC,Josh,NULL,Barnhill,0,411,Chabbell Park,North Ryde,50,2113,NSW,AU,0,New South Wales,412,6,AW00029539
29540,413,SC,Adam,NULL,Barr,1,413,65 Epping Road,North Ryde,50,2113,NSW,AU,0,New South Wales,414,5,AW00029540
29541,417,SC,Gytis,M,Barzdukas,0,417,Rosebery,Lavender Bay,50,2060,NSW,AU,0,New South Wales,418,6,AW00029541
29542,419,SC,David,M.,Bartness,0,419,Level 99,Melbourne,77,3000,VIC,AU,0,Victoria,420,8,AW00029542
29543,421,SC,Karel,E.,Bates,1,421,2501 Miller Street,North Sydney,50,2055,NSW,AU,0,New South Wales,422,2,AW00029543
29544,427,SC,Shaun,NULL,Beasley,1,427,258 Berry Street,North Sydney,50,2055,NSW,AU,0,New South Wales,428,6,AW00029544
29545,429,SC,John,A.,Beaver,0,429,Po Box 25484,Springwood,50,2777,NSW,AU,0,New South Wales,430,1,AW00029545
29546,431,SC,Christopher,R.,Beck,0,431,Level 7,Rhodes,50,2138,NSW,AU,0,New South Wales,432,10,AW00029546
29547,435,SC,Benjamin,J.,Becker,0,435,2253-217 Palmer Street,Darlinghurst,50,2010,NSW,AU,0,New South Wales,436,9,AW00029547
29548,437,SC,Ann,NULL,Beebe,0,437,Level 992,Melbourne,77,3000,VIC,AU,0,Victoria,438,6,AW00029548
29549,439,SC,Shane,J.,Belli,1,439,Level 5,Rhodes,50,2138,NSW,AU,0,New South Wales,440,5,AW00029549
29550,441,SC,Stanley,A.,Alan,0,441,Level 59,Alexandria,50,2015,NSW,AU,0,New South Wales,442,1,AW00029550
29551,443,SC,Mason,NULL,Bendixen,0,443,Level 7,Newcastle,50,2300,NSW,AU,0,New South Wales,444,2,AW00029551
29552,445,SC,John,M.,Bennetts,0,445,6388 Lake City Way,Burnaby,7,V5A 3A6,"BC ",CA,0,British Columbia,446,8,AW00029552
29553,449,SC,Edna,J.,Benson,0,449,Station E,Chalk Riber,57,K0J 1J0,"ON ",CA,0,Ontario,450,4,AW00029553
29554,451,SC,Payton,P.,Benson,0,451,2512-4th Ave Sw,Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,452,3,AW00029554
29555,453,SC,Max,NULL,Benson,0,453,6333 Cote Vertu,Montreal,63,H1Y 2H7,"QC ",CA,0,Quebec,454,2,AW00029555
29556,455,SC,Scot,A.,Bent,0,455,2550 Signet Drive,Weston,57,M9V 4W3,"ON ",CA,0,Ontario,456,9,AW00029556
29557,463,SC,Alexander,J.,Berger,1,463,992 St Clair Ave East,Toronto,57,M4B 1V7,"ON ",CA,0,Ontario,464,6,AW00029557
29558,465,SC,John,M.,Berger,0,465,25245 Rue Sherbrooke Ouest,Montreal,63,H1Y 2H5,"QC ",CA,0,Quebec,466,6,AW00029558
29559,471,SC,Robert,M.,Bernacchi,1,471,770 Notre Datme Quest Bureau 800,Montreal,63,H1Y 2H7,"QC ",CA,0,Quebec,472,1,AW00029559
29560,473,SC,Matthias,NULL,Berndt,1,473,595 Burning Street,Vancouver,7,V7L 4J4,"BC ",CA,0,British Columbia,474,4,AW00029560
29561,475,SC,John,NULL,Berry,0,475,2512-410th Avenue S.W.,Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,476,5,AW00029561
29562,477,SC,Steven,B.,Brown,0,477,6th Floor Ferguson Block,Toronto,57,M4B 1V7,"ON ",CA,0,Ontario,478,4,AW00029562
29563,479,SC,Chris,N.,Bidelman,0,479,2550 Middlefield Road,Scarborough,57,M1V 4M2,"ON ",CA,0,Ontario,480,5,AW00029563
29564,481,SC,Mary,B.,Billstrom,1,481,65 Gamelin Street,Hull,63,8Y,"QC ",CA,0,Quebec,482,7,AW00029564
29565,483,SC,Jimmy,NULL,Bischoff,1,483,955 Green Valley Crescent,Ottawa,57,K4B 1S1,"ON ",CA,0,Ontario,484,4,AW00029565
29566,487,SC,Mae,M.,Black,2,487,9259 - 1110th Avenue Sw,Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,488,3,AW00029566
29567,489,SC,Jackie,E.,Blackwell,1,489,9960 King Street E.,Toronto,57,M4B 1V5,"ON ",CA,0,Ontario,490,6,AW00029567
29568,491,SC,Donald,L.,Blanton,0,491,20225 Lansing Ave,Montreal,63,H1Y 2H7,"QC ",CA,0,Quebec,492,4,AW00029568
29569,493,SC,Linda,E.,Burnett,2,493,6th Floor 5250 Main Street,Winnipeg,31,R3,"MB ",CA,0,Manitoba,494,3,AW00029569
29570,495,SC,Michael,Greg,Blythe,0,495,Suite 800 2530 Slater Street,Ottawa,57,K4B 1T7,"ON ",CA,0,Ontario,496,4,AW00029570
29571,497,SC,Gabriel,L.,Bockenkamp,0,497,#9900 2700 Production Way,Burnaby,7,V5A 4X1,"BC ",CA,0,British Columbia,498,1,AW00029571
29572,501,SC,Corinna,NULL,Bolender,0,501,965 De La Gauchetiere West,Montreal,63,H1Y 2H8,"QC ",CA,0,Quebec,502,5,AW00029572
29573,503,SC,Luis,NULL,Bonifaz,2,503,P.O. Box 44000,Winnipeg,31,R3,"MB ",CA,0,Manitoba,504,4,AW00029573
29574,505,SC,Randall,NULL,Boseman,2,505,"6400, 888 - 3rd Avenue",Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,506,4,AW00029574
29575,507,SC,Stephanie,NULL,Bourne,0,507,975 Princess Street,Kingston,57,7L,"ON ",CA,0,Ontario,508,7,AW00029575
29576,509,SC,Eli,NULL,Bowen,1,509,Suite 25800 3401 - 10810th Avenue,Surrey,7,V3T 4W3,"BC ",CA,0,British Columbia,510,6,AW00029576
29577,511,SC,Lester,J.,Bowman,0,511,"Bureau 9900 825, Avenue Querbes",Outremont,63,H1Y 2G5,"QC ",CA,0,Quebec,512,6,AW00029577
29578,513,SC,David,M.,Bradley,1,513,"253711 Mayfield Place, Unit 150",Richmond,7,V6B 3P7,"BC ",CA,0,British Columbia,514,5,AW00029578
29579,515,SC,Cornelius,L.,Brandon,0,515,9900 Ronson Drive,Etobicoke,57,M9W 3P3,"ON ",CA,0,Ontario,516,3,AW00029579
29580,517,SC,Richard,NULL,Bready,0,517,2573 Dufferin Street,Toronto,57,M4B 1V5,"ON ",CA,0,Ontario,518,1,AW00029580
29581,519,SC,Sara,N.,Breer,0,519,2500-622 5th Ave Sw,Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,520,2,AW00029581
29582,521,SC,Ted,NULL,Bremer,1,521,55 Standish Court,Mississauga,57,L5B 3V4,"ON ",CA,0,Ontario,522,1,AW00029582
29583,523,SC,Alan,NULL,Brewer,1,523,46990 Viking Way,Richmond,7,V6B 3P7,"BC ",CA,0,British Columbia,524,3,AW00029583
29584,525,SC,Walter,J.,Brian,1,525,69251 Creditview Road,Mississauga,57,L5B 3V4,"ON ",CA,0,Ontario,526,4,AW00029584
29585,527,SC,Christopher,M.,Bright,0,527,252851 Rowan Place,Richmond,7,V6B 3P7,"BC ",CA,0,British Columbia,528,1,AW00029585
29586,531,SC,David,J.,Brink,1,531,"5th Floor, 79 Place D'armes",Kingston,57,7L,"ON ",CA,0,Ontario,532,8,AW00029586
29587,533,SC,John,R.,Brooks,0,533,4400 March Road,Kanata,57,K2L 1H5,"ON ",CA,0,Ontario,534,10,AW00029587
29588,535,SC,Willie,P.,Brooks,2,535,250 Kingsbridge Garden Circle,Mississauga,57,L5B 3V4,"ON ",CA,0,Ontario,536,1,AW00029588
29589,537,SC,Carolee,J.,Brown,0,537,No. 25800-130 King Street West,Toronto,57,M4B 1V5,"ON ",CA,0,Ontario,538,8,AW00029589
29590,539,SC,Jo,NULL,Brown,1,539,"6th Floor, 25st Canadian Place",Toronto,57,M4B 1V5,"ON ",CA,0,Ontario,540,3,AW00029590
29591,541,SC,Robert,NULL,Brown,0,541,25981 College Street,Montreal,63,H1Y 2H5,"QC ",CA,0,Quebec,542,3,AW00029591
29592,543,SC,Kevin,F.,Browne,1,543,6030 Conroy Road,Ottawa,57,K4B 1S3,"ON ",CA,0,Ontario,544,2,AW00029592
29593,545,SC,Mary,K.,Browning,1,545,999 West Georgia St.,Vancouver,57,V5T 1Y9,"ON ",CA,0,Ontario,546,3,AW00029593
29594,547,SC,Dave,P.,Browning,0,547,7000 Victoria Park Avenue,Toronto,57,M4B 1V4,"ON ",CA,0,Ontario,548,2,AW00029594
29595,549,SC,Bridget,E.,Browqett,1,549,609 Evans Avenue,Toronto,57,M4B 1V4,"ON ",CA,0,Ontario,550,9,AW00029595
29596,551,SC,Eric,J.,Brumfield,0,551,"32605 West 252 Mile Road, Suite 250",Aurora,57,L4G 7N6,"ON ",CA,0,Ontario,552,6,AW00029596
29597,553,SC,Dick,R.,Brummer,0,553,"253131 Lake Frasier Drive, Office No. 2",Calgary,1,T2P 2G8,"AB ",CA,0,Alberta,554,5,AW00029597
29598,555,SC,Michael,NULL,Brundage,0,555,"9950 Ferrand Drive, 9th Floor",Toronto,57,M4B 1V4,"ON ",CA,0,Ontario,556,4,AW00029598
29599,557,SC,Shirley,R.,Bruner,2,557,"660 Saint-Jacques, Bureau 400",Montreal,63,H1Y 2H8,"QC ",CA,0,Quebec,558,1,AW00029599
29600,559,SC,June,B.,Brunner,0,559,12345 Sterling Avenue,Irving,73,75061,"TX ",US,0,Texas,560,3,AW00029600
29601,561,SC,Dirk,J.,Bruno,0,561,90025 Sterling St,Irving,73,75061,"TX ",US,0,Texas,562,6,AW00029601
29602,563,SC,Nancy,NULL,Buchanan,0,563,74400 France Avenue South,Edina,36,55436,"MN ",US,0,Minnesota,564,9,AW00029602
29603,565,SC,Janaina Barreiro Gambaro,NULL,Bueno,1,565,25149 Howard Dr,West Chicago,24,60185,"IL ",US,0,Illinois,566,6,AW00029603
29604,567,SC,Edward,T.,Buensalido,0,567,Corporate Office,Garland,73,75040,"TX ",US,0,Texas,568,5,AW00029604
29605,569,SC,Megan,E.,Burke,2,569,Sapp Road West,Round Rock,73,78664,"TX ",US,0,Texas,570,4,AW00029605
29606,573,SC,Karren,K.,Burkhardt,0,573,25269 Wood Dale Rd.,Wood Dale,24,60191,"IL ",US,0,Illinois,574,1,AW00029606
29607,577,SC,Dana,H.,Burnell,0,577,2500 North Stemmons Freeway,Dallas,73,75201,"TX ",US,0,Texas,578,8,AW00029607
29608,579,SC,Timothy,B.,Burnett,2,579,25 N State St,Chicago,24,60610,"IL ",US,0,Illinois,580,6,AW00029608
29609,581,SC,Stephen,R.,Burton,0,581,Po Box 8035996,Dallas,73,75201,"TX ",US,0,Texas,582,8,AW00029609
29610,583,SC,Deanna,R.,Buskirk,1,583,625 W Jackson Blvd. Unit 2502,Chicago,24,60610,"IL ",US,0,Illinois,584,2,AW00029610
29611,585,SC,Jared,L.,Bustamante,0,585,Noah Lane,Chicago,24,60610,"IL ",US,0,Illinois,586,1,AW00029611
29612,587,SC,Richard,A.,Byham,2,587,25500 Old Spanish Trail,Houston,73,77003,"TX ",US,0,Texas,588,10,AW00029612
29613,589,SC,David,J.,Byrnes,1,589,"One Dancing, Rr No. 25",Round Rock,73,78664,"TX ",US,0,Texas,590,7,AW00029613
29614,591,SC,Ryan,NULL,Calafato,1,591,48255 I-10 E. @ Eastpoint Blvd.,Baytown,73,77520,"TX ",US,0,Texas,592,6,AW00029614
29615,595,SC,Mari,B.,Caldwell,2,595,660 Lindbergh,Saint Louis,37,63103,"MO ",US,0,Missouri,596,10,AW00029615
29616,597,SC,Barbara,J.,Calone,0,597,99450 Highway 59 North,Humble,73,77338,"TX ",US,0,Texas,598,4,AW00029616
29617,599,SC,Lindsey,R.,Camacho,0,599,70 N.W. Plaza,Saint Ann,37,63074,"MO ",US,0,Missouri,600,1,AW00029617
29618,601,SC,Gustavo,NULL,Camargo,0,601,6996 South Lindbergh,Saint Louis,37,63103,"MO ",US,0,Missouri,602,10,AW00029618
29619,603,SC,DeeDee,J.,Cameron,1,603,9500b E. Central Texas Expressway,Killeen,73,76541,"TX ",US,0,Texas,604,2,AW00029619
29620,607,SC,Joan,M.,Campbell,0,607,25220 Airline Road,Corpus Christi,73,78404,"TX ",US,0,Texas,608,6,AW00029620
29621,609,SC,David,NULL,Campbell,2,609,3900 S. 997th St.,Milwaukee,80,53202,"WI ",US,0,Wisconsin,610,5,AW00029621
29622,611,SC,Henry,L.,Campen,2,611,23025 S.W. Military Rd.,San Antonio,73,78204,"TX ",US,0,Texas,612,1,AW00029622
29623,613,SC,Chris,NULL,Cannon,0,613,Lakeline Mall,Cedar Park,73,78613,"TX ",US,0,Texas,614,4,AW00029623
29624,615,SC,Joseph,J.,Cantoni,0,615,Fountains On The Lake,Stafford,73,77477,"TX ",US,0,Texas,616,5,AW00029624
29625,617,SC,Suzana De Abreu,A.,Canuto,2,617,Johnson Creek,Johnson Creek,80,53038,"WI ",US,0,Wisconsin,618,6,AW00029625
29626,619,SC,Jun,NULL,Cao,0,619,First Colony Mall,Sugar Land,73,77478,"TX ",US,0,Texas,620,5,AW00029626
29627,621,SC,Johnny,A.,Caprio,0,621,Tanger Factory,Branch,36,55056,"MN ",US,0,Minnesota,622,6,AW00029627
29628,623,SC,Richard,NULL,Carey,1,623,Ohms Road,Houston,73,77003,"TX ",US,0,Texas,624,9,AW00029628
29629,625,SC,Carlton,M.,Carlisle,0,625,Cedar Creek Stores,Mosinee,80,54455,"WI ",US,0,Wisconsin,626,6,AW00029629
29630,627,SC,Ty Loren,NULL,Carlson,0,627,Sports Stores @ Tuscola,Tuscola,24,61953,"IL ",US,0,Illinois,628,7,AW00029630
29631,629,SC,Jane,N.,Carmichael,1,629,St. Louis Marketplace,Saint Louis,37,63103,"MO ",US,0,Missouri,630,4,AW00029631
29632,631,SC,Jovita,A.,Carmody,0,631,Kansas City Factory Outlet,Odessa,37,64076,"MO ",US,0,Missouri,632,1,AW00029632
29633,633,SC,Steve,J.,Carnes,2,633,Medford Outlet Center,Medford,36,55049,"MN ",US,0,Minnesota,634,2,AW00029633
29634,635,SC,Fernando,NULL,Caro,1,635,"93-2501, Blackfriars Road,",London,14,SE1 8HL,ENG,GB,1,England,636,8,AW00029634
29635,637,SC,Rob,NULL,Caron,0,637,"Phoenix Way, Cirencester",Gloucestershire,14,GL7 1RY,ENG,GB,1,England,638,3,AW00029635
29636,639,SC,Andy,NULL,Carothers,0,639,"Garamonde Drive, Wymbush",Milton Keynes,14,MK8 8ZD,ENG,GB,1,England,640,1,AW00029636
29637,641,SC,Donna,F.,Carreras,1,641,Bradford,W. York,14,BD1 4SJ,ENG,GB,1,England,642,4,AW00029637
29638,643,SC,Rosmarie,J.,Carroll,0,643,Banbury,Oxon,14,OX16 8RS,ENG,GB,1,England,644,4,AW00029638
29639,647,SC,Joseph,N.,Castellucio,2,647,Wade Road,Basingstoke Hants,14,RG24 8PL,ENG,GB,1,England,648,6,AW00029639
29640,649,SC,Pamela,A.,Carlson,2,649,Knaves Beech Ind.,High Wycombe,14,HP10 9QY,ENG,GB,1,England,650,5,AW00029640
29641,651,SC,Raul,E.,Casts,0,651,"New Millhouse, 2583 Milton Park",Abingdon,14,OX14 4SE,ENG,GB,1,England,652,4,AW00029641
29642,653,SC,Elizabeth,E.,Catalano,0,653,Burgess Hill,West Sussex,14,RH15 9UD,ENG,GB,1,England,654,5,AW00029642
29643,655,SC,Matthew,J.,Cavallari,0,655,Wharfdale Road,Berkshire,14,RG11 5TP,ENG,GB,1,England,656,1,AW00029643
29644,657,SC,Brigid,F.,Cavendish,1,657,Unit 99a Battery Retail Pk,Birmingham,14,B29 6SL,ENG,GB,1,England,658,10,AW00029644
29645,659,SC,Andrew,NULL,Cencini,0,659,Warrington Ldc Unit 25/2,Woolston,14,WA1 4SY,ENG,GB,1,England,660,1,AW00029645
29646,661,SC,Stacey,M.,Cereghino,1,661,725a The Arches,Berks,14,SL4 1RH,ENG,GB,1,England,662,4,AW00029646
29647,663,SC,Baris,NULL,Cetinok,1,663,2524 Barlby Road,London,14,W10 6BL,ENG,GB,1,England,664,2,AW00029647
29648,665,SC,Sean,NULL,Chai,0,665,46-44 Albemarle Street,London,14,W1X3SE,ENG,GB,1,England,666,9,AW00029648
29649,667,SC,Pat,A.,Chambers,0,667,997b Tradescant Road,London,14,SW8 1XD,ENG,GB,1,England,668,6,AW00029649
29650,669,SC,Forrest,J.,Chandler,1,669,"Internet House, 3399 Science Park",Cambridge,14,CB4 4BZ,ENG,GB,1,England,670,4,AW00029650
29651,671,SC,Lee,J.,Chapla,2,671,"25 Hartfield Road, Wimbledon",London,14,SW19 3RU,ENG,GB,1,England,672,3,AW00029651
29652,675,SC,Neil,NULL,Charney,2,675,"7033, rue de Longchamp",Les Ulis,177,91940,"91 ",FR,0,Essonne,676,9,AW00029652
29653,681,SC,Pei,NULL,Chow,0,681,"6, rue des Pyrenees",Saint Ouen,127,41100,"41 ",FR,0,Loir et Cher,682,4,AW00029653
29654,683,SC,Yao-Qiang,NULL,Cheng,1,683,"36, avenue de la Gare",Paris,161,75019,"75 ",FR,0,Seine (Paris),684,3,AW00029654
29655,685,SC,Nicky,E.,Chesnut,2,685,"68081, place du Tertre",Colomiers,117,31770,"31 ",FR,0,Garonne (Haute),686,3,AW00029655
29656,687,SC,Susan,B.,Chestnut,0,687,"21801, rue Léo Delibes",Colombes,178,92700,"92 ",FR,0,Hauts de Seine,688,9,AW00029656
29657,689,SC,Martin,NULL,Chisholm,0,689,"39, route de Marseille",Paris,161,75016,"75 ",FR,0,Seine (Paris),690,9,AW00029657
29658,691,SC,Mike,M.,Choi,0,691,"98, rue Montcalm",Paris,161,75019,"75 ",FR,0,Seine (Paris),692,2,AW00029658
29659,693,SC,Ruth,A.,Choin,0,693,"39, avenue des Laurentides",Paris La Defense,178,92081,"92 ",FR,0,Hauts de Seine,694,4,AW00029659
29660,695,SC,Anthony,NULL,Chor,1,695,"61, rue Henri Gagnon",Les Ulis,177,91940,"91 ",FR,0,Essonne,696,4,AW00029660
29661,697,SC,Charles,M.,Christensen,2,697,"18, rue de l´Esplanade",Aujan Mournede,118,32300,"32 ",FR,0,Gers,698,5,AW00029661
29662,699,SC,Jill,J.,Christie,0,699,"22, rue Lafayette",Pantin,179,93500,"93 ",FR,0,Seine Saint Denis,700,4,AW00029662
29663,701,SC,Alice,NULL,Clark,1,701,"54, avenue des Ternes",Saint Ouen,127,41100,"41 ",FR,0,Loir et Cher,702,3,AW00029663
29664,703,SC,Gina,N.,Clark,2,703,"30, avenue de l´ Union Centrale",Les Ulis,177,91940,"91 ",FR,0,Essonne,704,2,AW00029664
29665,705,SC,James,J.,Clark,2,705,"699bis, rue des Peupliers",Paris,161,75008,"75 ",FR,0,Seine (Paris),706,9,AW00029665
29666,707,SC,Jane,NULL,Clayton,0,707,"3833, boulevard Beau Marchais",Paris,161,75009,"75 ",FR,0,Seine (Paris),708,6,AW00029666
29667,709,SC,Kristine,J.,Cleary,2,709,"12, rue Lafayette",Morangis,177,91420,"91 ",FR,0,Essonne,710,5,AW00029667
29668,713,SC,Connie,L.,Coffman,0,713,"21, avenue de la Gare",Sèvres,178,92310,"92 ",FR,0,Hauts de Seine,714,3,AW00029668
29669,715,SC,Jeanette,R.,Cole,2,715,Karl Liebknecht str 299,Frankfurt am Main,70,60075,"SL ",DE,0,Saarland,716,2,AW00029669
29670,717,SC,Eric,E.,Coleman,0,717,Bundesallee 9571,Berlin,85,14197,"BB ",DE,0,Brandenburg,718,9,AW00029670
29671,719,SC,Pat,NULL,Coleman,0,719,Hellweg 4934,Essen,20,45001,"HH ",DE,0,Hamburg,720,6,AW00029671
29672,721,SC,Takiko,J.,Collins,0,721,Postfach 11 09 00,Berlin,19,14111,"HE ",DE,0,Hessen,722,5,AW00029672
29673,723,SC,John,L.,Colon,0,723,Auf der Krone 53,Bonn,53,53131,"NW ",DE,0,Nordrhein-Westfalen,724,4,AW00029673
